trial_id,model,interface,technique_id,heuristic_score,response_file_path
claude_sonnet_T10_T2_s1024_930,claude-sonnet,claude-cli,T2,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T10_T2_s1024_930.txt
claude_sonnet_T18_T2_s256_858,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T18_T2_s256_858.txt
claude_sonnet_T16_T2_s42_956,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T16_T2_s42_956.txt
claude_sonnet_T02_T2_s137_922,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T02_T2_s137_922.txt
claude_sonnet_T09_T2_s512_729,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T09_T2_s512_729.txt
claude_sonnet_T18_T2_s256_678,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T18_T2_s256_678.txt
claude_sonnet_T13_T2_s256_913,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T13_T2_s256_913.txt
claude_sonnet_T20_T2_s1024_560,claude-sonnet,claude-cli,T2,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T20_T2_s1024_560.txt
claude_sonnet_T08_T3_s256_1248,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T08_T3_s256_1248.txt
claude_sonnet_T15_T3_s1024_1415,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T15_T3_s1024_1415.txt
claude_sonnet_T11_T3_s42_1271,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T11_T3_s42_1271.txt
claude_sonnet_T09_T3_s512_1009,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T09_T3_s512_1009.txt
claude_sonnet_T11_T3_s42_1231,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T11_T3_s42_1231.txt
claude_sonnet_T03_T3_s256_1343,claude-sonnet,claude-cli,T3,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T03_T3_s256_1343.txt
claude_sonnet_T18_T3_s256_1438,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T18_T3_s256_1438.txt
claude_sonnet_T18_T3_s256_1418,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T18_T3_s256_1418.txt
claude_sonnet_T19_T3_s512_1179,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T19_T3_s512_1179.txt
claude_sonnet_T20_T3_s1024_1500,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T20_T3_s1024_1500.txt
claude_sonnet_T14_T3_s512_1414,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T14_T3_s512_1414.txt
claude_sonnet_T13_T3_s256_1153,claude-sonnet,claude-cli,T3,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T13_T3_s256_1153.txt
claude_sonnet_T17_T4_s137_1917,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T17_T4_s137_1917.txt
claude_sonnet_T03_T4_s256_1943,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T03_T4_s256_1943.txt
claude_sonnet_T14_T4_s512_1734,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T14_T4_s512_1734.txt
claude_sonnet_T01_T4_s42_1981,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T01_T4_s42_1981.txt
claude_sonnet_T09_T4_s512_1569,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T09_T4_s512_1569.txt
claude_sonnet_T08_T4_s256_1868,claude-sonnet,claude-cli,T4,1,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T08_T4_s256_1868.txt
claude_sonnet_T10_T4_s1024_1670,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T10_T4_s1024_1670.txt
claude_sonnet_T16_T4_s42_1956,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T16_T4_s42_1956.txt
claude_sonnet_T18_T4_s256_1818,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T18_T4_s256_1818.txt
claude_sonnet_T16_T4_s42_1876,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T16_T4_s42_1876.txt
claude_sonnet_T13_T4_s256_1853,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T13_T4_s256_1853.txt
claude_sonnet_T09_T4_s512_1929,claude-sonnet,claude-cli,T4,0,analysis\cross_vendor_claude_sonnet_responses\claude_sonnet_T09_T4_s512_1929.txt
claude_haiku_T04_T1_s512_184,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T04_T1_s512_184.txt
claude_haiku_T10_T1_s1024_250,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T10_T1_s1024_250.txt
claude_haiku_T10_T1_s1024_470,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T10_T1_s1024_470.txt
claude_haiku_T06_T1_s42_466,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T06_T1_s42_466.txt
claude_haiku_T04_T1_s512_364,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T04_T1_s512_364.txt
claude_haiku_T03_T1_s256_343,claude-haiku,claude-cli,T1,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T03_T1_s256_343.txt
claude_haiku_T05_T1_s1024_225,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T05_T1_s1024_225.txt
claude_haiku_T20_T1_s1024_140,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T20_T1_s1024_140.txt
claude_haiku_T10_T1_s1024_210,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T10_T1_s1024_210.txt
claude_haiku_T20_T1_s1024_460,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T20_T1_s1024_460.txt
claude_haiku_T20_T1_s1024_440,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T20_T1_s1024_440.txt
claude_haiku_T03_T1_s256_3,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T03_T1_s256_3.txt
claude_haiku_T19_T1_s512_119,claude-haiku,claude-cli,T1,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T19_T1_s512_119.txt
claude_haiku_T11_T2_s42_971,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T11_T2_s42_971.txt
claude_haiku_T02_T2_s137_722,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T02_T2_s137_722.txt
claude_haiku_T09_T2_s512_829,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T09_T2_s512_829.txt
claude_haiku_T16_T2_s42_856,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T16_T2_s42_856.txt
claude_haiku_T05_T2_s1024_585,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T05_T2_s1024_585.txt
claude_haiku_T11_T2_s42_591,claude-haiku,claude-cli,T2,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T11_T2_s42_591.txt
claude_haiku_T17_T2_s137_777,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T17_T2_s137_777.txt
claude_haiku_T15_T2_s1024_795,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T15_T2_s1024_795.txt
claude_haiku_T18_T2_s256_918,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T18_T2_s256_918.txt
claude_haiku_T13_T2_s256_733,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T13_T2_s256_733.txt
claude_haiku_T09_T2_s512_789,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T09_T2_s512_789.txt
claude_haiku_T06_T2_s42_686,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T06_T2_s42_686.txt
claude_haiku_T09_T2_s512_669,claude-haiku,claude-cli,T2,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T09_T2_s512_669.txt
claude_haiku_T08_T3_s256_1328,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T08_T3_s256_1328.txt
claude_haiku_T01_T3_s42_1441,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T01_T3_s42_1441.txt
claude_haiku_T12_T3_s137_1452,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T12_T3_s137_1452.txt
claude_haiku_T01_T3_s42_1341,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T01_T3_s42_1341.txt
claude_haiku_T16_T3_s42_1096,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T16_T3_s42_1096.txt
claude_haiku_T02_T3_s137_1402,claude-haiku,claude-cli,T3,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T02_T3_s137_1402.txt
claude_haiku_T05_T3_s1024_1445,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T05_T3_s1024_1445.txt
claude_haiku_T08_T3_s256_1368,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T08_T3_s256_1368.txt
claude_haiku_T18_T3_s256_1358,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T18_T3_s256_1358.txt
claude_haiku_T18_T3_s256_1058,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T18_T3_s256_1058.txt
claude_haiku_T15_T3_s1024_1135,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T15_T3_s1024_1135.txt
claude_haiku_T07_T3_s137_1307,claude-haiku,claude-cli,T3,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T07_T3_s137_1307.txt
claude_haiku_T08_T4_s256_1508,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T08_T4_s256_1508.txt
claude_haiku_T04_T4_s512_1584,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T04_T4_s512_1584.txt
claude_haiku_T16_T4_s42_1596,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T16_T4_s42_1596.txt
claude_haiku_T12_T4_s137_1712,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T12_T4_s137_1712.txt
claude_haiku_T08_T4_s256_1528,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T08_T4_s256_1528.txt
claude_haiku_T12_T4_s137_1632,claude-haiku,claude-cli,T4,1,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T12_T4_s137_1632.txt
claude_haiku_T07_T4_s137_1587,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T07_T4_s137_1587.txt
claude_haiku_T14_T4_s512_1754,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T14_T4_s512_1754.txt
claude_haiku_T18_T4_s256_1558,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T18_T4_s256_1558.txt
claude_haiku_T15_T4_s1024_1975,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T15_T4_s1024_1975.txt
claude_haiku_T09_T4_s512_1829,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T09_T4_s512_1829.txt
claude_haiku_T11_T4_s42_1991,claude-haiku,claude-cli,T4,0,analysis\cross_vendor_claude_haiku_responses\claude_haiku_T11_T4_s42_1991.txt
